locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKMANJED_00333	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
JKMANJED_00334	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
JKMANJED_00335	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JKMANJED_00336	CDS	1260	codB		COG1457	Cytosine permease
JKMANJED_00337	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
JKMANJED_00338	CDS	900	cynR_1			HTH-type transcriptional regulator CynR
JKMANJED_00339	CDS	660	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
JKMANJED_00340	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
JKMANJED_00341	CDS	1182	yycB		COG2807	putative transporter YycB
JKMANJED_00342	CDS	612	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
JKMANJED_00343	CDS	1254	lacY			Lactose permease
JKMANJED_00344	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
JKMANJED_00345	CDS	1092	lacI		COG1609	Lactose operon repressor
JKMANJED_00346	CDS	834				hypothetical protein
JKMANJED_00347	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
JKMANJED_00348	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
JKMANJED_00349	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
JKMANJED_00350	CDS	810	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
JKMANJED_00351	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
JKMANJED_00352	CDS	1014	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
JKMANJED_00353	CDS	1212	mhpT			3-(3-hydroxy-phenyl)propionate transporter
JKMANJED_00354	CDS	540				hypothetical protein
JKMANJED_00355	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
JKMANJED_00356	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
JKMANJED_00357	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
JKMANJED_00358	CDS	774				hypothetical protein
JKMANJED_00359	CDS	444	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
JKMANJED_00360	CDS	366				hypothetical protein
JKMANJED_00361	CDS	906				IS3 family transposase IS2
JKMANJED_00362	CDS	1197	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JKMANJED_00363	CDS	99				hypothetical protein
JKMANJED_00364	CDS	558	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
JKMANJED_00365	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
JKMANJED_00366	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
JKMANJED_00367	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JKMANJED_00368	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
JKMANJED_00369	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
JKMANJED_00370	CDS	1461				hypothetical protein
JKMANJED_00371	CDS	867				IS3 family transposase IS3
JKMANJED_00372	CDS	300				IS3 family transposase ISEc17
JKMANJED_00373	CDS	1398				hypothetical protein
JKMANJED_00374	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
JKMANJED_00375	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
JKMANJED_00376	CDS	102				hypothetical protein
JKMANJED_00377	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
JKMANJED_00378	CDS	1095				hypothetical protein
JKMANJED_00379	CDS	309	yaiY			Inner membrane protein YaiY
JKMANJED_00380	CDS	213				hypothetical protein
JKMANJED_00381	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
JKMANJED_00382	CDS	261	iraP			Anti-adapter protein IraP
JKMANJED_00383	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
JKMANJED_00384	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
JKMANJED_00385	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
JKMANJED_00386	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
JKMANJED_00387	CDS	459				hypothetical protein
JKMANJED_00388	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
JKMANJED_00389	CDS	192	yaiA			putative protein YaiA
JKMANJED_00390	CDS	678				hypothetical protein
JKMANJED_00391	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
JKMANJED_00392	CDS	120				hypothetical protein
JKMANJED_00393	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
JKMANJED_00394	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
JKMANJED_00395	CDS	1269	araJ		COG2814	Putative transporter AraJ
JKMANJED_00396	CDS	3147	sbcC		COG0419	Nuclease SbcCD subunit C
JKMANJED_00397	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
JKMANJED_00398	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
JKMANJED_00399	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
JKMANJED_00400	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
JKMANJED_00401	CDS	1374	proY		COG1113	Proline-specific permease ProY
JKMANJED_00402	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
JKMANJED_00403	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
JKMANJED_00404	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
JKMANJED_00405	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
JKMANJED_00406	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
JKMANJED_00407	CDS	1815	secD		COG0342	Protein translocase subunit SecD
JKMANJED_00408	CDS	972	secF		COG0341	Protein translocase subunit SecF
JKMANJED_00409	CDS	348				hypothetical protein
JKMANJED_00410	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
JKMANJED_00411	CDS	540	yajI			putative lipoprotein YajI
JKMANJED_00412	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
JKMANJED_00413	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
JKMANJED_00414	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
JKMANJED_00415	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
JKMANJED_00416	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
JKMANJED_00417	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
JKMANJED_00418	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
JKMANJED_00419	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
JKMANJED_00420	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
JKMANJED_00421	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
JKMANJED_00422	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
JKMANJED_00423	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
JKMANJED_00424	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
JKMANJED_00425	CDS	492				hypothetical protein
JKMANJED_00426	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
JKMANJED_00427	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
JKMANJED_00428	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
JKMANJED_00429	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
JKMANJED_00430	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
JKMANJED_00431	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
JKMANJED_00432	CDS	1476	ampG		COG0477	Anhydromuropeptide permease
JKMANJED_00433	CDS	579				hypothetical protein
JKMANJED_00434	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
JKMANJED_00435	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
JKMANJED_00436	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
JKMANJED_00437	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
JKMANJED_00438	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
JKMANJED_00439	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
JKMANJED_00440	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
JKMANJED_00441	CDS	372			COG1555	putative protein
JKMANJED_00442	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
JKMANJED_00443	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
JKMANJED_00444	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
JKMANJED_00445	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
JKMANJED_00446	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
JKMANJED_00447	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
JKMANJED_00448	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
JKMANJED_00449	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
JKMANJED_00450	CDS	1287	amtB			Ammonia channel
JKMANJED_00451	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
JKMANJED_00452	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
JKMANJED_00453	CDS	312	atl		COG3695	DNA base-flipping protein
JKMANJED_00454	CDS	354	ybaA		COG5507	putative protein YbaA
JKMANJED_00455	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
JKMANJED_00456	CDS	471	ylaC			Inner membrane protein YlaC
JKMANJED_00457	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
JKMANJED_00458	CDS	219	hha			Hemolysin expression-modulating protein Hha
JKMANJED_00459	CDS	375	tomB			Hha toxicity modulator TomB
JKMANJED_00460	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
JKMANJED_00461	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
JKMANJED_00462	CDS	648	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
JKMANJED_00463	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
JKMANJED_00464	CDS	162				hypothetical protein
JKMANJED_00465	CDS	528	priC		COG3923	Primosomal replication protein N''
JKMANJED_00466	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
JKMANJED_00467	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
JKMANJED_00468	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
JKMANJED_00469	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
JKMANJED_00470	CDS	606	recR		COG0353	Recombination protein RecR
JKMANJED_00471	CDS	1875	htpG		COG0326	Chaperone protein HtpG
JKMANJED_00472	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
JKMANJED_00473	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
JKMANJED_00474	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
JKMANJED_00475	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
JKMANJED_00476	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
JKMANJED_00477	CDS	1221	fsr			Fosmidomycin resistance protein
JKMANJED_00478	CDS	1653	ushA		COG0737	Protein UshA
JKMANJED_00479	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
JKMANJED_00480	CDS	795				hypothetical protein
JKMANJED_00481	CDS	342	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
JKMANJED_00482	CDS	2505	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
JKMANJED_00483	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
JKMANJED_00484	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
JKMANJED_00485	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
JKMANJED_00486	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
JKMANJED_00487	CDS	918	qmcA		COG0330	Protein QmcA
JKMANJED_00488	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
JKMANJED_00489	CDS	780	fetB		COG0390	putative iron export permease protein FetB
JKMANJED_00490	CDS	855	cnoX		COG3118	Chaperedoxin
JKMANJED_00491	CDS	771				hypothetical protein
JKMANJED_00492	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
JKMANJED_00493	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JKMANJED_00494	CDS	2415				hypothetical protein
JKMANJED_00495	CDS	4281	rhsD_1		COG3209	Protein RhsD
JKMANJED_00496	CDS	369	ybbC			putative protein YbbC
JKMANJED_00497	CDS	711				hypothetical protein
JKMANJED_00498	CDS	261				hypothetical protein
JKMANJED_00499	CDS	372				IS481 family transposase ISErsp1
JKMANJED_00500	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
JKMANJED_00501	CDS	927	allS			HTH-type transcriptional activator AllS
JKMANJED_00502	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
JKMANJED_00503	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
JKMANJED_00504	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
JKMANJED_00505	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
JKMANJED_00506	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
JKMANJED_00507	CDS	1455	ybbW		COG1953	Putative allantoin permease
JKMANJED_00508	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
JKMANJED_00509	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
JKMANJED_00510	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
JKMANJED_00511	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
JKMANJED_00512	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
JKMANJED_00513	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
JKMANJED_00514	CDS	1668	fdrA_2		COG0074	Protein FdrA
JKMANJED_00515	CDS	1260				hypothetical protein
JKMANJED_00516	CDS	816				hypothetical protein
JKMANJED_00517	CDS	894	arcC2_2	2.7.2.2		Carbamate kinase 2
JKMANJED_00518	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
JKMANJED_00519	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
JKMANJED_00520	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
JKMANJED_00521	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
JKMANJED_00522	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
JKMANJED_00523	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
JKMANJED_00524	CDS	213	ybcJ		COG2501	putative protein YbcJ
JKMANJED_00525	CDS	867	folD		COG0190	Bifunctional protein FolD protein
JKMANJED_00526	CDS	543	sfmA			putative fimbrial-like protein SfmA
JKMANJED_00527	CDS	693	sfmC			putative fimbrial chaperone SfmC
JKMANJED_00528	CDS	2604	sfmD		COG3188	Outer membrane usher protein SfmD
JKMANJED_00529	CDS	978	sfmH			putative fimbrial-like protein SfmH
JKMANJED_00530	CDS	516	sfmF			putative fimbrial-like protein SfmF
JKMANJED_00531	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
JKMANJED_00532	tRNA	77				tRNA-Arg(tct)
JKMANJED_00533	CDS	1164	xerD_1			Tyrosine recombinase XerD
JKMANJED_00534	CDS	264				hypothetical protein
JKMANJED_00535	CDS	96				hypothetical protein
JKMANJED_00536	CDS	300				IS3 family transposase ISEc17
JKMANJED_00537	CDS	867				IS3 family transposase IS3
JKMANJED_00538	CDS	333	emrE		COG2076	Multidrug transporter EmrE
JKMANJED_00539	CDS	1527				hypothetical protein
JKMANJED_00540	CDS	552				hypothetical protein
JKMANJED_00541	CDS	798	rhaS_1			HTH-type transcriptional activator RhaS
JKMANJED_00542	CDS	456				hypothetical protein
JKMANJED_00543	CDS	171				hypothetical protein
JKMANJED_00544	CDS	291	ybcO	3.1.-.-		Putative nuclease YbcO
JKMANJED_00545	CDS	363	rusA	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
JKMANJED_00546	CDS	138	ylcG			putative protein YlcG
JKMANJED_00547	CDS	384				hypothetical protein
JKMANJED_00548	CDS	219				hypothetical protein
JKMANJED_00549	CDS	981			COG3039	IS5 family transposase IS5
JKMANJED_00550	CDS	1068	ompD_1		COG3203	Outer membrane porin protein OmpD
JKMANJED_00551	CDS	216				hypothetical protein
JKMANJED_00552	CDS	498	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
JKMANJED_00553	CDS	462				hypothetical protein
JKMANJED_00554	CDS	294				hypothetical protein
JKMANJED_00555	CDS	411	ydfO_1		COG5562	putative protein YdfO
JKMANJED_00556	CDS	207				hypothetical protein
JKMANJED_00557	CDS	546	nohA_1		COG4220	Prophage DNA-packing protein NohA
JKMANJED_00558	CDS	744				hypothetical protein
JKMANJED_00559	CDS	432				hypothetical protein
JKMANJED_00560	CDS	186				hypothetical protein
JKMANJED_00561	CDS	750	appY		COG2207	HTH-type transcriptional regulator AppY
JKMANJED_00562	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
JKMANJED_00563	CDS	762	rhaR_2			HTH-type transcriptional activator RhaR
JKMANJED_00564	CDS	891				hypothetical protein
JKMANJED_00565	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
JKMANJED_00566	CDS	2238				hypothetical protein
JKMANJED_00567	CDS	1443	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
JKMANJED_00568	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
JKMANJED_00569	CDS	1374	cusC_1		COG1538	Cation efflux system protein CusC
JKMANJED_00570	CDS	333	cusF		COG5569	Cation efflux system protein CusF
JKMANJED_00571	CDS	1224	cusB			Cation efflux system protein CusB
JKMANJED_00572	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
JKMANJED_00573	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
JKMANJED_00574	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
JKMANJED_00575	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
JKMANJED_00576	CDS	369				hypothetical protein
JKMANJED_00577	CDS	249				hypothetical protein
JKMANJED_00578	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
JKMANJED_00579	CDS	252				hypothetical protein
JKMANJED_00580	CDS	1113			COG3385	IS4 family transposase IS421
JKMANJED_00581	CDS	141				hypothetical protein
JKMANJED_00582	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
JKMANJED_00583	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
JKMANJED_00584	CDS	1203	fes		COG2382	Enterochelin esterase
JKMANJED_00585	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
JKMANJED_00586	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
JKMANJED_00587	CDS	1134	fepE		COG3765	Ferric enterobactin transport protein FepE
JKMANJED_00588	CDS	816	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
JKMANJED_00589	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
JKMANJED_00590	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
JKMANJED_00591	CDS	1251	entS		COG0477	Enterobactin exporter EntS
JKMANJED_00592	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
JKMANJED_00593	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
JKMANJED_00594	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
JKMANJED_00595	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
JKMANJED_00596	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
JKMANJED_00597	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
JKMANJED_00598	CDS	2106	cstA		COG1966	Peptide transporter CstA
JKMANJED_00599	CDS	198				hypothetical protein
JKMANJED_00600	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
JKMANJED_00601	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
JKMANJED_00602	CDS	630	ybdM		COG1475	putative protein YbdM
JKMANJED_00603	CDS	1221				hypothetical protein
JKMANJED_00604	CDS	903	ybdO_1			putative HTH-type transcriptional regulator YbdO
JKMANJED_00605	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
JKMANJED_00606	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
JKMANJED_00607	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
JKMANJED_00608	CDS	429	uspG		COG0589	Universal stress protein UP12
JKMANJED_00609	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
JKMANJED_00610	CDS	90	yldA			Protein YldA
JKMANJED_00611	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
JKMANJED_00612	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
JKMANJED_00613	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
JKMANJED_00614	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
JKMANJED_00615	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
JKMANJED_00616	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
JKMANJED_00617	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
JKMANJED_00618	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
JKMANJED_00619	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
JKMANJED_00620	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
JKMANJED_00621	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
JKMANJED_00622	CDS	1386	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
JKMANJED_00623	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
JKMANJED_00624	CDS	210	cspE			Cold shock-like protein CspE
JKMANJED_00625	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
JKMANJED_00626	CDS	228	ybeM_1	3.5.1.128		Deaminated glutathione amidase
JKMANJED_00627	CDS	564	ybeM_2	3.5.1.128		Deaminated glutathione amidase
JKMANJED_00628	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
JKMANJED_00629	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
JKMANJED_00630	CDS	954	ybdO_2			putative HTH-type transcriptional regulator YbdO
JKMANJED_00631	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
JKMANJED_00632	CDS	264				hypothetical protein
JKMANJED_00633	CDS	1284	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
JKMANJED_00634	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
JKMANJED_00635	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
JKMANJED_00636	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
JKMANJED_00637	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
JKMANJED_00638	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
JKMANJED_00639	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
JKMANJED_00640	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
JKMANJED_00641	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
JKMANJED_00642	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
JKMANJED_00643	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
JKMANJED_00644	CDS	483				hypothetical protein
JKMANJED_00645	CDS	978	esiB			Secretory immunoglobulin A-binding protein EsiB
JKMANJED_00646	CDS	708				hypothetical protein
